Country,Year,Population,LifeExp,GDP,Code,Region,Area,Coastline,Government
Denmark,1975,5061289,74,23846,DK,Europe,43094,7314,monarchy
Denmark,1976,5079962,74.2,25376,DK,Europe,43094,7314,monarchy
Denmark,1977,5095956,74.4,25758,DK,Europe,43094,7314,monarchy
Denmark,1978,5108836,74.5,26108,DK,Europe,43094,7314,monarchy
Denmark,1979,5118065,74.4,27020,DK,Europe,43094,7314,monarchy
Denmark,1980,5123435,74.3,26921,DK,Europe,43094,7314,monarchy
Denmark,1981,5124807,74.4,26741,DK,Europe,43094,7314,monarchy
Denmark,1982,5122810,74.6,27622,DK,Europe,43094,7314,monarchy
Denmark,1983,5118966,74.7,28392,DK,Europe,43094,7314,monarchy
Denmark,1984,5115308,74.7,29711,DK,Europe,43094,7314,monarchy
Denmark,1985,5113408,74.7,31032,DK,Europe,43094,7314,monarchy
Denmark,1986,5113767,74.7,32181,DK,Europe,43094,7314,monarchy
Denmark,1987,5116351,74.8,32297,DK,Europe,43094,7314,monarchy
Denmark,1988,5121511,74.8,32720,DK,Europe,43094,7314,monarchy
Denmark,1989,5129472,74.9,32849,DK,Europe,43094,7314,monarchy
Denmark,1990,5140332,75.1,33256,DK,Europe,43094,7314,monarchy
Denmark,1991,5154309,75.3,33601,DK,Europe,43094,7314,monarchy
Denmark,1992,5171304,75.4,34152,DK,Europe,43094,7314,monarchy
Denmark,1993,5190631,75.5,34008,DK,Europe,43094,7314,monarchy
Denmark,1994,5211321,75.5,35766,DK,Europe,43094,7314,monarchy
Denmark,1995,5232582,75.7,36670,DK,Europe,43094,7314,monarchy
Denmark,1996,5254383,75.9,37521,DK,Europe,43094,7314,monarchy
Denmark,1997,5276683,76.2,38584,DK,Europe,43094,7314,monarchy
Denmark,1998,5298680,76.5,39297,DK,Europe,43094,7314,monarchy
Denmark,1999,5319410,76.7,40321,DK,Europe,43094,7314,monarchy
Denmark,2000,5338283,76.9,41693,DK,Europe,43094,7314,monarchy
Denmark,2001,5354704,77.2,41886,DK,Europe,43094,7314,monarchy
Denmark,2002,5369058,77.4,41947,DK,Europe,43094,7314,monarchy
Denmark,2003,5382953,77.6,41996,DK,Europe,43094,7314,monarchy
Denmark,2004,5398645,77.9,42993,DK,Europe,43094,7314,monarchy
Denmark,2005,5417692,78.1,43919,DK,Europe,43094,7314,monarchy
Denmark,2006,5440696,78.3,45437,DK,Europe,43094,7314,monarchy
Denmark,2007,5466988,78.5,45609,DK,Europe,43094,7314,monarchy
Denmark,2008,5495302,78.7,45017,DK,Europe,43094,7314,monarchy
Denmark,2009,5523755,79,42498,DK,Europe,43094,7314,monarchy
Denmark,2010,5550959,79.3,42997,DK,Europe,43094,7314,monarchy
Denmark,2011,5576577,79.6,43314,DK,Europe,43094,7314,monarchy
Denmark,2012,5600972,79.8,42869,DK,Europe,43094,7314,monarchy
Denmark,2013,5624293,79.9,42483,DK,Europe,43094,7314,monarchy
Denmark,2014,5646899,80,42777,DK,Europe,43094,7314,monarchy
Denmark,2015,5669081,80.1,43495,DK,Europe,43094,7314,monarchy
Denmark,2016,5719119,83.91,40950,DK,Europe,43094,7314,monarchy
Djibouti,1900,42078,29.9,1032,DJ,Africa,23200,314,republic
Djibouti,1910,45389,29.9,1065,DJ,Africa,23200,314,republic
Djibouti,1920,48984,29.9,1317,DJ,Africa,23200,314,republic
Djibouti,1930,52894,31.888,1762,DJ,Africa,23200,314,republic
Djibouti,1940,57116,33.876,2357,DJ,Africa,23200,314,republic
Djibouti,1950,62001,46.339,3151,DJ,Africa,23200,314,republic
Djibouti,1951,63309,46.6938,3248,DJ,Africa,23200,314,republic
Djibouti,1952,64748,47.2146,3267,DJ,Africa,23200,314,republic
Djibouti,1953,66273,47.7544,3311,DJ,Africa,23200,314,republic
Djibouti,1954,67877,48.3142,3411,DJ,Africa,23200,314,republic
Djibouti,1955,69594,48.892,3432,DJ,Africa,23200,314,republic
Djibouti,1956,71498,49.4878,3473,DJ,Africa,23200,314,republic
Djibouti,1957,73703,50.0996,3508,DJ,Africa,23200,314,republic
Djibouti,1958,76354,50.7244,3502,DJ,Africa,23200,314,republic
Djibouti,1959,79617,51.3572,3601,DJ,Africa,23200,314,republic
Djibouti,1960,83636,51.99,3727,DJ,Africa,23200,314,republic
Djibouti,1961,88499,52.6198,3752,DJ,Africa,23200,314,republic
Djibouti,1962,94200,53.2416,3701,DJ,Africa,23200,314,republic
Djibouti,1963,100622,53.8574,3734,DJ,Africa,23200,314,republic
Djibouti,1964,107584,54.4742,3700,DJ,Africa,23200,314,republic
Djibouti,1965,114963,55.112,3693,DJ,Africa,23200,314,republic
Djibouti,1966,122868,55.7988,3708,DJ,Africa,23200,314,republic
Djibouti,1967,131403,56.5466,3701,DJ,Africa,23200,314,republic
Djibouti,1968,140461,57.3564,3676,DJ,Africa,23200,314,republic
Djibouti,1969,149891,58.2172,3668,DJ,Africa,23200,314,republic
Djibouti,1970,159667,59.1,4357,DJ,Africa,23200,314,republic
Djibouti,1971,169370,59.3,4510,DJ,Africa,23200,314,republic
Djibouti,1972,179212,59.6,4529,DJ,Africa,23200,314,republic
Djibouti,1973,190536,59.9,4602,DJ,Africa,23200,314,republic
Djibouti,1974,205157,60.1,4381,DJ,Africa,23200,314,republic
Djibouti,1975,224182,60.4,4350,DJ,Africa,23200,314,republic
Djibouti,1976,248619,60.6,4538,DJ,Africa,23200,314,republic
Djibouti,1977,277622,60.7,3779,DJ,Africa,23200,314,republic
Djibouti,1978,308213,60.8,3632,DJ,Africa,23200,314,republic
Djibouti,1979,336254,60.8,3555,DJ,Africa,23200,314,republic
Djibouti,1980,358960,60.8,3500,DJ,Africa,23200,314,republic
Djibouti,1981,374683,60.7,3526,DJ,Africa,23200,314,republic
Djibouti,1982,384743,60.7,3531,DJ,Africa,23200,314,republic
Djibouti,1983,392908,60.6,3461,DJ,Africa,23200,314,republic
Djibouti,1984,404589,60.6,3795,DJ,Africa,23200,314,republic
Djibouti,1985,423470,60.6,3704,DJ,Africa,23200,314,republic
Djibouti,1986,451068,60.5,3616,DJ,Africa,23200,314,republic
Djibouti,1987,485565,60.5,3532,DJ,Africa,23200,314,republic
Djibouti,1988,523266,60.6,3364,DJ,Africa,23200,314,republic
Djibouti,1989,558810,60.5,3165,DJ,Africa,23200,314,republic
Djibouti,1990,588356,60.5,3050,DJ,Africa,23200,314,republic
Djibouti,1991,610679,60.2,2811,DJ,Africa,23200,314,republic
Djibouti,1992,627063,60,2736,DJ,Africa,23200,314,republic
Djibouti,1993,639215,60.1,2505,DJ,Africa,23200,314,republic
Djibouti,1994,649878,59.6,2440,DJ,Africa,23200,314,republic
Djibouti,1995,661076,59.7,2315,DJ,Africa,23200,314,republic
Djibouti,1996,673202,59.8,2181,DJ,Africa,23200,314,republic
Djibouti,1997,685644,59.7,2127,DJ,Africa,23200,314,republic
Djibouti,1998,698256,59.6,2092,DJ,Africa,23200,314,republic
Djibouti,1999,710652,59.6,2103,DJ,Africa,23200,314,republic
Djibouti,2000,722562,59.6,2079,DJ,Africa,23200,314,republic
Djibouti,2001,734088,59.7,2090,DJ,Africa,23200,314,republic
Djibouti,2002,745459,59.7,2114,DJ,Africa,23200,314,republic
Djibouti,2003,756656,59.7,2150,DJ,Africa,23200,314,republic
Djibouti,2004,767644,59.7,2202,DJ,Africa,23200,314,republic
Djibouti,2005,778406,59.9,2240,DJ,Africa,23200,314,republic
Djibouti,2006,788941,60.2,2315,DJ,Africa,23200,314,republic
Djibouti,2007,799309,60.6,2399,DJ,Africa,23200,314,republic
Djibouti,2008,809639,61,2502,DJ,Africa,23200,314,republic
Djibouti,2009,820097,61.4,2590,DJ,Africa,23200,314,republic
Djibouti,2010,830802,61.8,2665,DJ,Africa,23200,314,republic
Djibouti,2011,841802,62.2,2767,DJ,Africa,23200,314,republic
Djibouti,2012,853069,62.8,2807,DJ,Africa,23200,314,republic
Djibouti,2013,864554,63.4,2903,DJ,Africa,23200,314,republic
Djibouti,2014,876174,64.01,3016,DJ,Africa,23200,314,republic
Djibouti,2015,887861,64.63,3139,DJ,Africa,23200,314,republic
Djibouti,2016,905752,65.82,2935,DJ,Africa,23200,314,republic
Dominica,1970,71076,63.6,2686,DM,North America,751,148,republic
Dominica,1971,71566,64.6,2857,DM,North America,751,148,republic
Dominica,1972,71737,65.9,3048,DM,North America,751,148,republic
Dominica,1973,71745,67.3,3280,DM,North America,751,148,republic
Dominica,1974,71811,68.4,3458,DM,North America,751,148,republic
Dominica,1975,72091,69.2,3520,DM,North America,751,148,republic
Dominica,1976,72648,69.8,3705,DM,North America,751,148,republic
Dominica,1977,73411,70.4,3737,DM,North America,751,148,republic
Dominica,1978,74239,71.3,4106,DM,North America,751,148,republic
Dominica,1979,74923,70.8,3299,DM,North America,751,148,republic
Dominica,1980,75313,72.7,3739,DM,North America,751,148,republic
Dominica,1981,75376,73.3,4176,DM,North America,751,148,republic
Dominica,1982,75168,73.5,4355,DM,North America,751,148,republic
Dominica,1983,74750,73.6,4496,DM,North America,751,148,republic
Dominica,1984,74215,73.4,4778,DM,North America,751,148,republic
Dominica,1985,73640,73.1,4878,DM,North America,751,148,republic
Dominica,1986,73025,72.8,5266,DM,North America,751,148,republic
Dominica,1987,72368,72.4,5720,DM,North America,751,148,republic
Dominica,1988,71743,72,6271,DM,North America,751,148,republic
Dominica,1989,71242,71.5,6291,DM,North America,751,148,republic
Dominica,1990,70928,71.2,6661,DM,North America,751,148,republic
Dominica,1991,70849,71.1,6709,DM,North America,751,148,republic
Dominica,1992,70978,71.2,6833,DM,North America,751,148,republic
Dominica,1993,71205,71.4,6926,DM,North America,751,148,republic
Dominica,1994,71372,71.7,7009,DM,North America,751,148,republic
Dominica,1995,71367,71.8,7148,DM,North America,751,148,republic
Dominica,1996,71146,72.1,7359,DM,North America,751,148,republic
Dominica,1997,70756,72.3,7510,DM,North America,751,148,republic
Dominica,1998,70295,72.6,7936,DM,North America,751,148,republic
Dominica,1999,69902,72.9,8035,DM,North America,751,148,republic
Dominica,2000,69679,73.3,8091,DM,North America,751,148,republic
Dominica,2001,69660,73.5,8131,DM,North America,751,148,republic
Dominica,2002,69806,73.6,7972,DM,North America,751,148,republic
Dominica,2003,70058,73.7,8554,DM,North America,751,148,republic
Dominica,2004,70325,73.9,8799,DM,North America,751,148,republic
Dominica,2005,70542,74.1,8764,DM,North America,751,148,republic
Dominica,2006,70690,74.2,9172,DM,North America,751,148,republic
Dominica,2007,70795,74.4,9713,DM,North America,751,148,republic
Dominica,2008,70881,74.5,10425,DM,North America,751,148,republic
Dominica,2009,70995,74.6,10289,DM,North America,751,148,republic
Dominica,2010,71167,74.4,10375,DM,North America,751,148,republic
Dominica,2011,71402,74.3,10333,DM,North America,751,148,republic
Dominica,2012,71685,74.3,10149,DM,North America,751,148,republic
Dominica,2013,72005,74.4,10011,DM,North America,751,148,republic
Dominica,2014,72341,74.5,10207,DM,North America,751,148,republic
Dominica,2015,72680,74.6,10503,DM,North America,751,148,republic
Dominica,2016,75029,75.62,9534,DM,North America,751,148,republic
Dominican Republic,1900,529755,29.9,1032,DO,North America,48670,1288,republic
Dominican Republic,1910,704604,29.9,1090,DO,North America,48670,1288,republic
Dominican Republic,1920,906435,29.9,1234,DO,North America,48670,1288,republic
Dominican Republic,1930,1289191,31.407,1464,DO,North America,48670,1288,republic
Dominican Republic,1940,1718123,37.71766667,1737,DO,North America,48670,1288,republic
Dominican Republic,1950,2364650,48.832,2058,DO,North America,48670,1288,republic
Dominican Republic,1951,2438412,49.3977,2242,DO,North America,48670,1288,republic
Dominican Republic,1952,2517258,50.3734,2358,DO,North America,48670,1288,republic
Dominican Republic,1953,2600801,51.3391,2262,DO,North America,48670,1288,republic
Dominican Republic,1954,2688701,52.2948,2321,DO,North America,48670,1288,republic
Dominican Republic,1955,2780660,53.2405,2390,DO,North America,48670,1288,republic
Dominican Republic,1956,2876431,54.1762,2550,DO,North America,48670,1288,republic
Dominican Republic,1957,2975809,55.1009,2627,DO,North America,48670,1288,republic
Dominican Republic,1958,3078629,56.0156,2681,DO,North America,48670,1288,republic
Dominican Republic,1959,3184754,56.9203,2612,DO,North America,48670,1288,republic
Dominican Republic,1960,3294039,57.814,2655,DO,North America,48670,1288,republic
Dominican Republic,1961,3406299,58.6957,2514,DO,North America,48670,1288,republic
Dominican Republic,1962,3521276,59.5654,2851,DO,North America,48670,1288,republic
Dominican Republic,1963,3638628,60.4211,2943,DO,North America,48670,1288,republic
Dominican Republic,1964,3757962,61.2638,3044,DO,North America,48670,1288,republic
Dominican Republic,1965,3878952,62.0915,2586,DO,North America,48670,1288,republic
Dominican Republic,1966,4001377,62.9052,2848,DO,North America,48670,1288,republic
Dominican Republic,1967,4125107,63.7059,2859,DO,North America,48670,1288,republic
Dominican Republic,1968,4250026,64.4896,2784,DO,North America,48670,1288,republic
Dominican Republic,1969,4376056,65.2563,3004,DO,North America,48670,1288,republic
Dominican Republic,1970,4503114,66,3234,DO,North America,48670,1288,republic
Dominican Republic,1971,4631114,66.2,3484,DO,North America,48670,1288,republic
Dominican Republic,1972,4759935,66.5,3816,DO,North America,48670,1288,republic
Dominican Republic,1973,4889437,66.9,4172,DO,North America,48670,1288,republic
Dominican Republic,1974,5019471,67.2,4306,DO,North America,48670,1288,republic
Dominican Republic,1975,5149934,67.6,4407,DO,North America,48670,1288,republic
Dominican Republic,1976,5280727,68,4595,DO,North America,48670,1288,republic
Dominican Republic,1977,5411867,68.5,4710,DO,North America,48670,1288,republic
Dominican Republic,1978,5543520,68.9,4712,DO,North America,48670,1288,republic
Dominican Republic,1979,5675930,69.1,4807,DO,North America,48670,1288,republic
Dominican Republic,1980,5809271,69.4,4988,DO,North America,48670,1288,republic
Dominican Republic,1981,5943591,69.6,5081,DO,North America,48670,1288,republic
Dominican Republic,1982,6078816,69.8,5062,DO,North America,48670,1288,republic
Dominican Republic,1983,6214857,70.1,5176,DO,North America,48670,1288,republic
Dominican Republic,1984,6351572,70.3,5085,DO,North America,48670,1288,republic
Dominican Republic,1985,6488857,70.5,4857,DO,North America,48670,1288,republic
Dominican Republic,1986,6626544,70.7,4903,DO,North America,48670,1288,republic
Dominican Republic,1987,6764623,70.9,5169,DO,North America,48670,1288,republic
Dominican Republic,1988,6903314,71,5104,DO,North America,48670,1288,republic
Dominican Republic,1989,7042940,71.2,5645,DO,North America,48670,1288,republic
Dominican Republic,1990,7183646,71.3,5278,DO,North America,48670,1288,republic
Dominican Republic,1991,7325622,71.5,5222,DO,North America,48670,1288,republic
Dominican Republic,1992,7468551,71.8,5657,DO,North America,48670,1288,republic
Dominican Republic,1993,7611463,72,5949,DO,North America,48670,1288,republic
Dominican Republic,1994,7753052,72.1,5973,DO,North America,48670,1288,republic
Dominican Republic,1995,7892420,72.2,6188,DO,North America,48670,1288,republic
Dominican Republic,1996,8029114,72.2,6514,DO,North America,48670,1288,republic
Dominican Republic,1997,8163474,72.3,6918,DO,North America,48670,1288,republic
Dominican Republic,1998,8296375,72.3,7283,DO,North America,48670,1288,republic
Dominican Republic,1999,8429116,72.6,7649,DO,North America,48670,1288,republic
Dominican Republic,2000,8562623,72.7,7955,DO,North America,48670,1288,republic
Dominican Republic,2001,8697127,72.7,7974,DO,North America,48670,1288,republic
Dominican Republic,2002,8832286,72.6,8307,DO,North America,48670,1288,republic
Dominican Republic,2003,8967759,72.4,8162,DO,North America,48670,1288,republic
Dominican Republic,2004,9102997,72,8147,DO,North America,48670,1288,republic
Dominican Republic,2005,9237565,72.1,8772,DO,North America,48670,1288,republic
Dominican Republic,2006,9371333,72.2,9568,DO,North America,48670,1288,republic
Dominican Republic,2007,9504336,72.2,10233,DO,North America,48670,1288,republic
Dominican Republic,2008,9636491,72.5,10408,DO,North America,48670,1288,republic
Dominican Republic,2009,9767737,72.7,10363,DO,North America,48670,1288,republic
Dominican Republic,2010,9897983,73.1,11075,DO,North America,48670,1288,republic
Dominican Republic,2011,10027140,73.3,11241,DO,North America,48670,1288,republic
Dominican Republic,2012,10155036,73.5,11391,DO,North America,48670,1288,republic
Dominican Republic,2013,10281408,73.6,11790,DO,North America,48670,1288,republic
Dominican Republic,2014,10405943,73.7,12505,DO,North America,48670,1288,republic
Dominican Republic,2015,10528391,73.8,12837,DO,North America,48670,1288,republic
Dominican Republic,2016,10637264,75.59,11868,DO,North America,48670,1288,republic
Ecuador,1900,1455093,32.9,885,EC,South America,283561,2237,republic
Ecuador,1910,1682404,32.9,943,EC,South America,283561,2237,republic
Ecuador,1920,1869330,32.9,1260,EC,South America,283561,2237,republic
Ecuador,1930,2042719,33.8418,1723,EC,South America,283561,2237,republic
Ecuador,1940,2583081,36.0906,2237,EC,South America,283561,2237,republic
Ecuador,1950,3470162,50.1024,3416,EC,South America,283561,2237,republic
Ecuador,1951,3561154,50.45458,3393,EC,South America,283561,2237,republic
Ecuador,1952,3655012,51.07876,3742,EC,South America,283561,2237,republic
Ecuador,1953,3752131,51.73194,3750,EC,South America,283561,2237,republic
Ecuador,1954,3852857,52.41312,3975,EC,South America,283561,2237,republic
Ecuador,1955,3957482,53.1233,3997,EC,South America,283561,2237,republic
Ecuador,1956,4066240,53.85748,4058,EC,South America,283561,2237,republic
Ecuador,1957,4179314,54.61266,4151,EC,South America,283561,2237,republic
Ecuador,1958,4296835,55.38284,4178,EC,South America,283561,2237,republic
Ecuador,1959,4418892,56.15402,4302,EC,South America,283561,2237,republic
Ecuador,1960,4545548,56.9132,4473,EC,South America,283561,2237,republic
Ecuador,1961,4676858,57.64338,4474,EC,South America,283561,2237,republic
Ecuador,1962,4812892,58.33056,4594,EC,South America,283561,2237,republic
Ecuador,1963,4953735,58.96574,4590,EC,South America,283561,2237,republic
Ecuador,1964,5099470,59.54792,4786,EC,South America,283561,2237,republic
Ecuador,1965,5250120,60.0811,5108,EC,South America,283561,2237,republic
Ecuador,1966,5405692,60.57428,5102,EC,South America,283561,2237,republic
Ecuador,1967,5566057,61.04846,5226,EC,South America,283561,2237,republic
Ecuador,1968,5730908,61.52064,5364,EC,South America,283561,2237,republic
Ecuador,1969,5899842,62.00182,5501,EC,South America,283561,2237,republic
Ecuador,1970,6072520,62.5,5723,EC,South America,283561,2237,republic
Ecuador,1971,6248831,62.8,5866,EC,South America,283561,2237,republic
Ecuador,1972,6428707,63.2,6035,EC,South America,283561,2237,republic
Ecuador,1973,6611916,63.7,6580,EC,South America,283561,2237,republic
Ecuador,1974,6798205,64.4,6752,EC,South America,283561,2237,republic
Ecuador,1975,6987393,65.1,6891,EC,South America,283561,2237,republic
Ecuador,1976,7179399,65.8,7330,EC,South America,283561,2237,republic
Ecuador,1977,7374235,66.3,7560,EC,South America,283561,2237,republic
Ecuador,1978,7571953,66.7,7844,EC,South America,283561,2237,republic
Ecuador,1979,7772652,67.2,8023,EC,South America,283561,2237,republic
Ecuador,1980,7976449,67.7,8145,EC,South America,283561,2237,republic
Ecuador,1981,8183194,68.2,8231,EC,South America,283561,2237,republic
Ecuador,1982,8392935,68.7,8083,EC,South America,283561,2237,republic
Ecuador,1983,8606214,69.1,7689,EC,South America,283561,2237,republic
Ecuador,1984,8823746,69.5,7777,EC,South America,283561,2237,republic
Ecuador,1985,9045977,70,7880,EC,South America,283561,2237,republic
Ecuador,1986,9272905,70.3,7887,EC,South America,283561,2237,republic
Ecuador,1987,9504132,70.4,7189,EC,South America,283561,2237,republic
Ecuador,1988,9739179,70.8,7739,EC,South America,283561,2237,republic
Ecuador,1989,9977380,71.1,7540,EC,South America,283561,2237,republic
Ecuador,1990,10218085,71.3,7542,EC,South America,283561,2237,republic
Ecuador,1991,10460988,71.6,7685,EC,South America,283561,2237,republic
Ecuador,1992,10705670,71.8,7672,EC,South America,283561,2237,republic
Ecuador,1993,10951200,72,7652,EC,South America,283561,2237,republic
Ecuador,1994,11196476,72.2,7805,EC,South America,283561,2237,republic
Ecuador,1995,11440576,72.4,7811,EC,South America,283561,2237,republic
Ecuador,1996,11683480,72.6,7781,EC,South America,283561,2237,republic
Ecuador,1997,11924991,72.7,7951,EC,South America,283561,2237,republic
Ecuador,1998,12163887,72.9,8045,EC,South America,283561,2237,republic
Ecuador,1999,12398691,73.1,7511,EC,South America,283561,2237,republic
Ecuador,2000,12628596,73.2,7444,EC,South America,283561,2237,republic
Ecuador,2001,12852753,73.4,7593,EC,South America,283561,2237,republic
Ecuador,2002,13072056,73.5,7753,EC,South America,283561,2237,republic
Ecuador,2003,13289600,73.6,7814,EC,South America,283561,2237,republic
Ecuador,2004,13509645,73.7,8300,EC,South America,283561,2237,republic
Ecuador,2005,13735232,73.8,8582,EC,South America,283561,2237,republic
Ecuador,2006,13967490,73.8,8802,EC,South America,283561,2237,republic
Ecuador,2007,14205479,73.9,8840,EC,South America,283561,2237,republic
Ecuador,2008,14447600,74,9244,EC,South America,283561,2237,republic
Ecuador,2009,14691310,74.1,9143,EC,South America,283561,2237,republic
Ecuador,2010,14934692,74.2,9311,EC,South America,283561,2237,republic
Ecuador,2011,15177280,74.4,9882,EC,South America,283561,2237,republic
Ecuador,2012,15419493,74.6,10233,EC,South America,283561,2237,republic
Ecuador,2013,15661312,74.8,10541,EC,South America,283561,2237,republic
Ecuador,2014,15902916,75,10774,EC,South America,283561,2237,republic
Ecuador,2015,16144363,75.2,10996,EC,South America,283561,2237,republic
Ecuador,2016,16913887,75.87,10240,EC,South America,283561,2237,republic
Egypt,1900,10065298,33,1295,EG,Africa,1001450,2450,republic
Egypt,1910,11359618,33,1365,EG,Africa,1001450,2450,republic
Egypt,1920,13103160,33,1254,EG,Africa,1001450,2450,republic
Egypt,1930,15293269,35.3042,1513,EG,Africa,1001450,2450,republic
Egypt,1940,17849440,34.2084,1642,EG,Africa,1001450,2450,republic
Egypt,1950,20897237,38.1786,1736,EG,Africa,1001450,2450,republic
Egypt,1951,21383393,38.89102,1738,EG,Africa,1001450,2450,republic
Egypt,1952,21904478,40.27244,1818,EG,Africa,1001450,2450,republic
Egypt,1953,22458402,41.54886,1868,EG,Africa,1001450,2450,republic
Egypt,1954,23043035,42.71928,1781,EG,Africa,1001450,2450,republic
Egypt,1955,23656216,43.7867,1741,EG,Africa,1001450,2450,republic
Egypt,1956,24295746,44.75112,1736,EG,Africa,1001450,2450,republic
Egypt,1957,24959391,45.61554,1780,EG,Africa,1001450,2450,republic
Egypt,1958,25644891,46.38696,1908,EG,Africa,1001450,2450,republic
Egypt,1959,26349973,47.07438,1947,EG,Africa,1001450,2450,republic
Egypt,1960,27072397,47.6908,2052,EG,Africa,1001450,2450,republic
Egypt,1961,27810001,48.24922,2105,EG,Africa,1001450,2450,republic
Egypt,1962,28560741,48.76364,2103,EG,Africa,1001450,2450,republic
Egypt,1963,29322709,49.24906,2128,EG,Africa,1001450,2450,republic
Egypt,1964,30094082,49.71148,2443,EG,Africa,1001450,2450,republic
Egypt,1965,30872982,50.1469,2509,EG,Africa,1001450,2450,republic
Egypt,1966,31660914,50.53632,2447,EG,Africa,1001450,2450,republic
Egypt,1967,32456565,50.87474,2377,EG,Africa,1001450,2450,republic
Egypt,1968,33252275,51.16516,2460,EG,Africa,1001450,2450,republic
Egypt,1969,34038147,51.42858,2614,EG,Africa,1001450,2450,republic
Egypt,1970,34808599,51.7,3055,EG,Africa,1001450,2450,republic
Egypt,1971,35561087,52.3,3090,EG,Africa,1001450,2450,republic
Egypt,1972,36302154,52.8,3140,EG,Africa,1001450,2450,republic
Egypt,1973,37046807,53.2,3095,EG,Africa,1001450,2450,republic
Egypt,1974,37815578,54,3105,EG,Africa,1001450,2450,republic
Egypt,1975,38624410,54.6,3193,EG,Africa,1001450,2450,republic
Egypt,1976,39478585,55.3,3552,EG,Africa,1001450,2450,republic
Egypt,1977,40377668,56,3745,EG,Africa,1001450,2450,republic
Egypt,1978,41324806,56.8,3953,EG,Africa,1001450,2450,republic
Egypt,1979,42321740,57.5,4262,EG,Africa,1001450,2450,republic
Egypt,1980,43369552,58.2,4580,EG,Africa,1001450,2450,republic
Egypt,1981,44465918,58.8,4553,EG,Africa,1001450,2450,republic
Egypt,1982,45610430,59.4,4757,EG,Africa,1001450,2450,republic
Egypt,1983,46807221,60,5044,EG,Africa,1001450,2450,republic
Egypt,1984,48061546,60.5,5303,EG,Africa,1001450,2450,republic
Egypt,1985,49373806,61.1,5539,EG,Africa,1001450,2450,republic
Egypt,1986,50748187,61.7,5658,EG,Africa,1001450,2450,republic
Egypt,1987,52173840,62.3,5774,EG,Africa,1001450,2450,republic
Egypt,1988,53617678,63.1,5886,EG,Africa,1001450,2450,republic
Egypt,1989,55035937,63.9,5933,EG,Africa,1001450,2450,republic
Egypt,1990,56397273,64.6,6020,EG,Africa,1001450,2450,republic
Egypt,1991,57689828,65.2,5974,EG,Africa,1001450,2450,republic
Egypt,1992,58922018,65.8,6134,EG,Africa,1001450,2450,republic
Egypt,1993,60108373,66.3,6212,EG,Africa,1001450,2450,republic
Egypt,1994,61272847,66.8,6360,EG,Africa,1001450,2450,republic
Egypt,1995,62434527,67.2,6553,EG,Africa,1001450,2450,republic
Egypt,1996,63595629,67.6,6774,EG,Africa,1001450,2450,republic
Egypt,1997,64754566,68,7036,EG,Africa,1001450,2450,republic
Egypt,1998,65922626,68.3,7207,EG,Africa,1001450,2450,republic
Egypt,1999,67112877,68.6,7528,EG,Africa,1001450,2450,republic
Egypt,2000,68334905,68.9,7807,EG,Africa,1001450,2450,republic
Egypt,2001,69599945,69.1,7955,EG,Africa,1001450,2450,republic
Egypt,2002,70908710,69.3,8013,EG,Africa,1001450,2450,republic
Egypt,2003,72247626,69.4,8134,EG,Africa,1001450,2450,republic
Egypt,2004,73596068,69.6,8328,EG,Africa,1001450,2450,republic
Egypt,2005,74942115,69.8,8556,EG,Africa,1001450,2450,republic
Egypt,2006,76274285,70,8990,EG,Africa,1001450,2450,republic
Egypt,2007,77605327,70.1,9467,EG,Africa,1001450,2450,republic
Egypt,2008,78976122,70.1,9974,EG,Africa,1001450,2450,republic
Egypt,2009,80442443,70.2,10267,EG,Africa,1001450,2450,republic
Egypt,2010,82040994,70.3,10615,EG,Africa,1001450,2450,republic
Egypt,2011,83787634,70.5,10629,EG,Africa,1001450,2450,republic
Egypt,2012,85660902,70.7,10683,EG,Africa,1001450,2450,republic
Egypt,2013,87613909,70.9,10731,EG,Africa,1001450,2450,republic
Egypt,2014,89579670,71.1,10792,EG,Africa,1001450,2450,republic
Egypt,2015,91508084,71.3,11031,EG,Africa,1001450,2450,republic
Egypt,2016,92176763,71.98,10137,EG,Africa,1001450,2450,republic
El Salvador,1900,774733,28.7,1912,SV,Central America,21041,307,republic
El Salvador,1910,947617,28.7,2080,SV,Central America,21041,307,republic
El Salvador,1920,1171634,28.7,2262,SV,Central America,21041,307,republic
El Salvador,1930,1446357,29.3804,2490,SV,Central America,21041,307,republic
El Salvador,1940,1785176,37.3413,2598,SV,Central America,21041,307,republic
El Salvador,1950,2199897,45.3022,3414,SV,Central America,21041,307,republic
El Salvador,1951,2236577,45.82724,3387,SV,Central America,21041,307,republic
El Salvador,1952,2278305,46.80428,3540,SV,Central America,21041,307,republic
El Salvador,1953,2324558,47.76532,3683,SV,Central America,21041,307,republic
El Salvador,1954,2374972,48.71136,3616,SV,Central America,21041,307,republic
El Salvador,1955,2429331,49.6424,3688,SV,Central America,21041,307,republic
El Salvador,1956,2487582,50.55744,3855,SV,Central America,21041,307,republic
El Salvador,1957,2549823,51.45548,3933,SV,Central America,21041,307,republic
El Salvador,1958,2616276,52.33452,3891,SV,Central America,21041,307,republic
El Salvador,1959,2687229,53.19056,3935,SV,Central America,21041,307,republic
El Salvador,1960,2762897,54.0186,3963,SV,Central America,21041,307,republic
El Salvador,1961,2843246,54.81364,3966,SV,Central America,21041,307,republic
